Total intersections: 9493
Duration: 0
(6.37168, 4.78908)
(6.37201, 8.2787)
(6.37227, 9.99787)
(6.37489, 4.78886)
(6.3911, 7.49602)
(6.39125, 8.25467)
(6.39397, 8.25677)
(6.39561, 8.25513)
(6.40019, 7.4993)
(6.40465, 8.73441)
(6.4108, 13.4066)
(6.41346, 7.48386)
(6.41584, 8.37415)
(6.42311, 8.38997)
(6.42626, 8.22454)
(6.42961, 8.37701)
(6.44051, 9.6769)
(6.44825, 9.00983)
(6.44998, 8.4485)
(6.45102, 12.29)
(6.45707, 13.7583)
(6.46311, 8.31029)
(6.46692, 2.48225)
(6.46811, 7.42025)
(6.47434, 7.413)
(6.47948, 2.34978)
(6.48287, 4.78155)
(6.48596, 8.26477)
(6.48938, 5.78735)
(6.49081, 12.3953)
(6.49558, 7.4197)
(6.49704, 9.09604)
(6.49756, 8.60809)
(6.49892, 9.86095)
(6.50516, 9.36043)
(6.51339, 8.58658)
(6.51391, 8.2091)
(6.51826, 7.42686)
(6.52218, 8.60572)
(6.5265, 3.45887)
(6.53201, 6.27716)
(6.53279, 7.41896)
(6.53531, 8.39895)
(6.53551, 3.36406)
(6.54704, 8.65986)
(6.54828, 8.1027)
(6.55949, 8.3849)
(6.56513, 8.10707)
(6.56819, 7.73234)
(6.57307, 5.46276)
(6.58646, 8.06458)
(6.58672, 4.94487)
(6.59257, 7.7004)
(6.59266, 4.94917)
(6.59307, 9.26572)
(6.59315, 8.41095)
(6.59622, 12.2975)
(6.60936, 3.74174)
(6.61123, 4.94547)
(6.61569, 4.94842)
(6.62385, 7.71845)
(6.62464, 8.43533)
(6.63602, 8.41985)
(6.63881, 2.43636)
(6.63933, 3.43618)
(6.64292, 9.21201)
(6.64367, 3.4392)
(6.65097, 9.36802)
(6.65835, 9.68858)
(6.66017, 8.90623)
(6.66565, 4.94681)
(6.66921, 6.43011)
(6.67145, 7.59708)
(6.67947, 8.59052)
(6.68228, 4.94628)
(6.68346, 4.94725)
(6.69135, 9.43936)
(6.7, 12.3029)
(6.71682, 9.1324)
(6.7228, 8.29005)
(6.72959, 7.77947)
(6.73086, 8.29091)
(6.73798, 8.28124)
(6.74068, 6.50978)
(6.74643, 7.49887)
(6.7484, 9.09837)
(6.75168, 7.09019)
(6.76065, 9.37374)
(6.76633, 9.57185)
(6.76635, 8.54503)
(6.76895, 13.4108)
(6.77654, 9.15965)
(6.77881, 8.16244)
(6.77976, 7.67956)
(6.79768, 4.76023)
(6.79816, 5.61668)
(6.79822, 7.64278)
(6.79837, 2.39376)
(6.79976, 9.3367)
(6.80896, 8.57801)
(6.81171, 7.41338)
(6.8148, 5.61388)
(6.81554, 5.61434)
(6.81791, 8.17257)
(6.81985, 7.83156)
(6.83229, 8.15302)
(6.83785, 9.69821)
(6.84024, 9.29837)
(6.84079, 5.63012)
(6.84577, 3.57957)
(6.84877, 7.36484)
(6.85096, 7.66179)
(6.85162, 11.9983)
(6.85236, 9.37851)
(6.8535, 7.53266)
(6.85711, 1.54856)
(6.86515, 8.97259)
(6.87764, 9.37983)
(6.88653, 2.07323)
(6.89123, 9.40941)
(6.89203, 8.19177)
(6.89964, 9.42773)
(6.90055, 8.47476)
(6.9011, 10.4496)
(6.90217, 5.60266)
(6.90439, 12.8733)
(6.90584, 9.42103)
(6.91442, 7.41132)
(6.91464, 5.59708)
(6.91838, 9.22438)
(6.91951, 11.9976)
(6.92583, 7.38859)
(6.9409, 9.38312)
(6.95084, 6.77181)
(6.95303, 7.69859)
(6.95794, 2.09857)
(6.96535, 5.18011)
(6.96849, 6.76373)
(6.97025, 9.93215)
(6.97105, 6.76658)
(6.97733, 11.9067)
(6.99065, 4.93633)
(6.99235, 6.18148)
(6.99437, 7.40972)
(6.99458, 7.93239)
(7.00102, 6.79998)
(7.00249, 7.16349)
(7.01097, 11.9128)
(7.01149, 4.95535)
(7.01381, 8.12104)
(7.02854, 9.70844)
(7.03616, 7.61559)
(7.03747, 9.27872)
(7.03781, 7.11723)
(7.04647, 6.74708)
(7.05249, 7.1363)
(7.05478, 8.76829)
(7.0554, 7.59638)
(7.05997, 10.2844)
(7.06096, 7.11942)
(7.07347, 6.71565)
(7.07583, 10.1187)
(7.07589, 5.52494)
(7.08018, 7.12124)
(7.0809, 7.60443)
(7.09111, 10.2737)
(7.09498, 2.24446)
(7.10298, 9.04958)
(7.1061, 3.2882)
(7.10784, 2.31115)
(7.10862, 7.02448)
(7.1218, 7.75943)
(7.1267, 10.2816)
(7.13478, 1.92584)
(7.14228, 6.95745)
(7.14327, 9.95829)
(7.14572, 6.50468)
(7.14764, 2.30052)
(7.15174, 6.96801)
(7.1518, 10.2529)
(7.15941, 2.29738)
(7.16349, 8.33709)
(7.16412, 11.7707)
(7.1645, 12.3271)
(7.16709, 10.2799)
(7.16716, 8.03198)
(7.17151, 2.32593)
(7.17247, 10.2918)
(7.17346, 10.2912)
(7.17397, 10.2921)
(7.17943, 3.32758)
(7.1822, 3.34879)
(7.18385, 7.46813)
(7.19481, 10.2788)
(7.20308, 2.33325)
(7.20662, 7.64411)
(7.20996, 6.82263)
(7.21018, 3.34409)
(7.21087, 8.53918)
(7.21366, 6.55248)
(7.21567, 9.08606)
(7.22066, 7.04483)
(7.22531, 10.3828)
(7.22839, 6.53533)
(7.22901, 10.145)
(7.23005, 5.544)
(7.2326, 6.15491)
(7.24181, 6.51972)
(7.24474, 8.91533)
(7.24742, 7.40466)
(7.24954, 8.07952)
(7.2583, 8.54902)
(7.25928, 8.28693)
(7.26132, 10.2154)
(7.26849, 5.43876)
(7.26919, 6.81417)
(7.27028, 10.2349)
(7.27062, 7.55709)
(7.27301, 8.53318)
(7.27496, 5.43587)
(7.27794, 6.68723)
(7.28466, 9.72219)
(7.28596, 5.55091)
(7.28863, 10.2748)
(7.29429, 6.55976)
(7.29678, 11.6476)
(7.30027, 2.46299)
(7.3078, 12.8104)
(7.30792, 7.50638)
(7.30814, 9.40224)
(7.30856, 7.14282)
(7.31044, 10.3223)
(7.31983, 8.97346)
(7.32046, 6.60254)
(7.32055, 5.41547)
(7.32113, 10.5521)
(7.32515, 11.6534)
(7.32845, 10.3616)
(7.33445, 6.57465)
(7.33986, 6.56388)
(7.34146, 1.66591)
(7.34959, 5.49752)
(7.35327, 6.53716)
(7.36037, 6.58426)
(7.36407, 2.24274)
(7.36492, 10.1799)
(7.36735, 2.24187)
(7.36938, 2.24463)
(7.37072, 6.36968)
(7.37327, 2.47306)
(7.3761, 5.51942)
(7.37912, 5.51891)
(7.3802, 10.171)
(7.38215, 7.52927)
(7.38255, 2.47434)
(7.38443, 10.6639)
(7.38477, 7.40191)
(7.38728, 10.1722)
(7.3878, 6.65882)
(7.38924, 10.494)
(7.39219, 6.34468)
(7.39416, 6.56878)
(7.39623, 5.53605)
(7.39863, 12.3392)
(7.39933, 2.49446)
(7.40152, 11.9931)
(7.40175, 5.5353)
(7.40358, 7.24874)
(7.41085, 10.3446)
(7.41766, 11.9859)
(7.42404, 6.3962)
(7.42612, 6.60863)
(7.42874, 8.3654)
(7.4352, 6.54999)
(7.43681, 5.56957)
(7.43935, 7.8739)
(7.44009, 6.36423)
(7.44262, 8.19094)
(7.44707, 7.20532)
(7.44709, 10.6199)
(7.44739, 3.24282)
(7.45149, 5.35688)
(7.45157, 5.57139)
(7.45252, 6.57405)
(7.45452, 11.9926)
(7.45459, 8.33754)
(7.45515, 7.30623)
(7.45691, 5.50582)
(7.45877, 5.36353)
(7.45902, 6.26689)
(7.46709, 6.55498)
(7.47323, 6.25036)
(7.48231, 2.39807)
(7.483, 6.27875)
(7.48456, 5.52414)
(7.49009, 6.52485)
(7.49012, 6.63236)
(7.49228, 7.16019)
(7.49327, 6.25831)
(7.49677, 4.47687)
(7.50525, 3.26207)
(7.52372, 7.213)
(7.53104, 6.18307)
(7.53257, 10.3716)
(7.53481, 6.17557)
(7.53615, 6.45196)
(7.53672, 6.17646)
(7.53823, 7.39884)
(7.53903, 8.24658)
(7.5431, 6.45542)
(7.54898, 6.44771)
(7.55605, 2.49827)
(7.558, 7.1664)
(7.56446, 8.61258)
(7.57014, 3.28366)
(7.5717, 6.41795)
(7.57744, 6.09065)
(7.5798, 5.58725)
(7.58331, 12.0157)
(7.59013, 5.4834)
(7.59036, 6.47893)
(7.59891, 6.10407)
(7.60177, 6.43022)
(7.60529, 7.4736)
(7.61287, 10.303)
(7.61377, 7.7726)
(7.61414, 4.70492)
(7.61543, 5.50649)
(7.61653, 11.991)
(7.62167, 10.0306)
(7.62454, 6.34875)
(7.63927, 8.6281)
(7.64473, 9.22495)
(7.64702, 6.3193)
(7.64755, 6.59166)
(7.65106, 10.0135)
(7.65197, 6.45071)
(7.6555, 8.3896)
(7.65555, 10.2183)
(7.66425, 10.2591)
(7.66788, 6.5864)
(7.68164, 12.0334)
(7.68451, 10.0401)
(7.69095, 8.4928)
(7.69434, 9.57849)
(7.69845, 6.25194)
(7.70262, 10.2264)
(7.71107, 10.0612)
(7.71407, 6.39303)
(7.71593, 12.3557)
(7.71932, 11.2557)
(7.72113, 5.80443)
(7.72179, 11.9901)
(7.72338, 5.60501)
(7.72403, 10.2081)
(7.73066, 8.04012)
(7.73503, 5.77674)
(7.73635, 10.4167)
(7.74271, 6.19397)
(7.74477, 6.40821)
(7.74569, 10.0493)
(7.75227, 6.7557)
(7.75691, 6.89596)
(7.75904, 6.56283)
(7.75961, 7.64563)
(7.76012, 4.69503)
(7.76022, 7.98957)
(7.7603, 6.74402)
(7.76371, 11.3341)
(7.7666, 6.73486)
(7.76767, 5.71173)
(7.7689, 8.41899)
(7.77164, 8.485)
(7.77323, 7.99426)
(7.775, 6.60316)
(7.77852, 6.74142)
(7.77881, 6.37158)
(7.77982, 4.22835)
(7.78038, 11.7466)
(7.78086, 6.74015)
(7.78097, 7.98591)
(7.78269, 6.74083)
(7.78454, 7.67342)
(7.7853, 8.40346)
(7.78855, 2.81419)
(7.7905, 5.66625)
(7.79499, 8.39428)
(7.7999, 8.00387)
(7.80022, 5.86977)
(7.8032, 4.73072)
(7.80343, 6.38135)
(7.80687, 10.1373)
(7.80715, 7.66029)
(7.81553, 5.6164)
(7.81669, 8.40681)
(7.82037, 8.43232)
(7.82447, 5.84154)
(7.8251, 1.99987)
(7.83448, 8.41707)
(7.84152, 8.40946)
(7.8485, 10.2514)
(7.8492, 6.61478)
(7.8521, 6.76656)
(7.85238, 6.61015)
(7.85284, 6.60948)
(7.85459, 6.61035)
(7.85659, 10.2528)
(7.86117, 7.97179)
(7.86165, 6.5363)
(7.86713, 10.2506)
(7.86876, 10.1865)
(7.87004, 6.61804)
(7.87493, 5.78281)
(7.8772, 6.77587)
(7.8814, 6.72673)
(7.88177, 6.33748)
(7.88528, 10.0704)
(7.88924, 5.46958)
(7.89041, 6.34151)
(7.89395, 8.45139)
(7.89395, 5.76067)
(7.89408, 6.54953)
(7.89623, 7.86174)
(7.89909, 8.29571)
(7.90085, 3.18252)
(7.90281, 11.7717)
(7.90926, 5.42969)
(7.90975, 11.7731)
(7.91218, 6.52323)
(7.91456, 9.43382)
(7.91674, 5.96602)
(7.92055, 11.7753)
(7.92463, 11.762)
(7.92534, 7.83038)
(7.9263, 8.47006)
(7.92703, 3.17726)
(7.92872, 6.49918)
(7.92996, 3.17865)
(7.93199, 6.65795)
(7.93246, 10.2372)
(7.93394, 6.71922)
(7.93689, 6.65129)
(7.93693, 7.39086)
(7.9385, 11.7559)
(7.93895, 3.14288)
(7.94073, 6.6532)
(7.94091, 3.14395)
(7.94093, 6.31789)
(7.94138, 6.31817)
(7.94269, 2.5516)
(7.94478, 6.31661)
(7.94508, 5.92891)
(7.94527, 10.2474)
(7.94747, 10.2684)
(7.94851, 3.15306)
(7.95022, 2.08626)
(7.9509, 11.7425)
(7.95192, 6.63085)
(7.95199, 8.29003)
(7.95497, 6.51217)
(7.95522, 8.46726)
(7.96, 6.61987)
(7.9602, 12.0836)
(7.96036, 10.2594)
(7.96271, 3.17008)
(7.96422, 3.16978)
(7.96554, 6.44565)
(7.96587, 3.17388)
(7.96782, 3.17362)
(7.97023, 11.7216)
(7.97513, 6.63449)
(7.97609, 7.88694)
(7.97818, 11.713)
(7.97844, 10.2737)
(7.97947, 10.2459)
(7.98033, 6.6729)
(7.98089, 11.7202)
(7.98184, 11.7195)
(7.98191, 3.16622)
(7.98214, 11.72)
(7.98457, 6.58646)
(7.98965, 11.7333)
(7.99007, 3.17066)
(7.99115, 7.90373)
(7.99559, 5.86275)
(7.99603, 6.62312)
(7.99611, 3.21014)
(7.99758, 3.2119)
(7.99846, 5.63902)
(7.99923, 3.21162)
(7.99979, 5.85725)
(8.00151, 6.39336)
(8.00294, 3.211)
(8.00549, 7.89622)
(8.007, 3.21533)
(8.00934, 1.82773)
(8.01164, 4.90339)
(8.01289, 6.64039)
(8.01659, 10.2198)
(8.01675, 6.54272)
(8.0196, 6.36707)
(8.0202, 9.95518)
(8.0218, 7.72646)
(8.02558, 11.7968)
(8.02613, 7.94273)
(8.02735, 6.62595)
(8.02962, 6.60485)
(8.03295, 5.88751)
(8.03563, 11.713)
(8.03916, 3.15471)
(8.04234, 6.70374)
(8.04301, 6.61032)
(8.04538, 12.3728)
(8.04547, 3.16329)
(8.04687, 11.987)
(8.04982, 3.20313)
(8.059, 6.48527)
(8.06045, 6.4833)
(8.06287, 6.48427)
(8.06647, 9.55141)
(8.07107, 6.58231)
(8.07204, 3.1994)
(8.07698, 5.0956)
(8.07872, 9.76479)
(8.07959, 6.5738)
(8.08332, 6.57564)
(8.08662, 6.26963)
(8.08901, 5.07165)
(8.08921, 9.75869)
(8.09143, 3.22574)
(8.09464, 6.43682)
(8.09495, 8.11023)
(8.09663, 6.6322)
(8.09983, 11.928)
(8.10468, 6.24338)
(8.10576, 9.76624)
(8.10614, 6.42118)
(8.10698, 4.98237)
(8.10746, 7.92841)
(8.11246, 8.11654)
(8.11652, 10.1496)
(8.12515, 3.27156)
(8.12594, 4.99808)
(8.13277, 11.9862)
(8.1335, 4.98303)
(8.13899, 8.06854)
(8.13901, 6.51447)
(8.14526, 2.03419)
(8.14779, 8.07835)
(8.14873, 6.46206)
(8.15191, 5.658)
(8.15824, 6.16552)
(8.15909, 6.63784)
(8.16487, 6.45789)
(8.16845, 10.1132)
(8.16892, 3.88673)
(8.17066, 5.03512)
(8.17085, 3.12823)
(8.17185, 6.52749)
(8.17615, 4.89808)
(8.17743, 5.43072)
(8.17788, 6.47566)
(8.17983, 8.44556)
(8.18125, 6.66674)
(8.18382, 6.46973)
(8.18642, 5.04818)
(8.18778, 11.83)
(8.18851, 3.86953)
(8.19012, 3.14406)
(8.1942, 9.8066)
(8.19476, 6.66886)
(8.19597, 6.11067)
(8.19978, 6.19983)
(8.20212, 6.67526)
(8.20644, 6.44714)
(8.2077, 6.68012)
(8.21238, 6.67945)
(8.21369, 12.1292)
(8.21531, 8.15362)
(8.21561, 7.78621)
(8.21894, 3.88587)
(8.22026, 6.64337)
(8.22379, 5.37676)
(8.22592, 6.49808)
(8.22602, 3.17355)
(8.22741, 6.06497)
(8.22765, 6.49714)
(8.22771, 6.2229)
(8.22913, 9.67732)
(8.23087, 4.78908)
(8.23345, 9.77309)
(8.23854, 6.67571)
(8.23871, 6.50405)
(8.2421, 7.9709)
(8.24281, 6.23538)
(8.24451, 3.50803)
(8.24579, 2.55573)
(8.24603, 7.97214)
(8.24782, 14.533)
(8.25037, 6.03158)
(8.2582, 12.2078)
(8.25981, 6.21227)
(8.26431, 10.1276)
(8.26633, 4.56628)
(8.27285, 6.16636)
(8.2751, 6.67049)
(8.27906, 4.98662)
(8.28297, 7.38394)
(8.28302, 7.93214)
(8.28637, 6.17615)
(8.29022, 9.72461)
(8.29632, 4.65871)
(8.29899, 3.52615)
(8.3038, 8.25226)
(8.3041, 6.15205)
(8.30545, 9.85737)
(8.30729, 1.99094)
(8.30747, 6.6865)
(8.31162, 6.14182)
(8.31224, 6.1949)
(8.31554, 2.59149)
(8.31657, 6.14634)
(8.3169, 3.53211)
(8.31834, 1.98799)
(8.32133, 7.89073)
(8.32138, 10.5464)
(8.32297, 4.60562)
(8.3258, 4.98777)
(8.32704, 7.29354)
(8.32723, 11.6746)
(8.32799, 7.88956)
(8.33214, 12.1505)
(8.33616, 4.57936)
(8.33898, 6.31482)
(8.3408, 7.38278)
(8.34242, 5.40848)
(8.34607, 6.09499)
(8.34634, 2.60728)
(8.35446, 6.18092)
(8.36089, 12.3892)
(8.36143, 3.59262)
(8.36174, 9.77997)
(8.3619, 9.45712)
(8.3702, 6.6569)
(8.3731, 7.83476)
(8.37967, 10.1451)
(8.37984, 6.11736)
(8.38273, 7.83773)
(8.38391, 12.4299)
(8.38566, 2.03387)
(8.38769, 5.34918)
(8.39024, 4.65235)
(8.39487, 3.68835)
(8.40507, 2.61227)
(8.40609, 7.31243)
(8.40891, 10.6159)
(8.41375, 9.82024)
(8.41541, 7.30239)
(8.41644, 6.23748)
(8.41736, 3.66861)
(8.41912, 13.4305)
(8.4194, 2.61735)
(8.42212, 6.39137)
(8.4222, 7.30308)
(8.42583, 3.66117)
(8.42787, 6.38825)
(8.42938, 6.3895)
(8.43111, 2.06485)
(8.43533, 6.15413)
(8.43608, 12.3931)
(8.43808, 2.61993)
(8.44304, 4.36646)
(8.44313, 9.9202)
(8.44491, 2.06633)
(8.44647, 8.23695)
(8.45049, 5.26693)
(8.45259, 10.5754)
(8.45274, 7.26218)
(8.45349, 8.41913)
(8.45739, 6.64076)
(8.46165, 11.5248)
(8.46219, 6.64376)
(8.46231, 7.25187)
(8.46423, 6.64347)
(8.46983, 7.86458)
(8.47415, 6.17985)
(8.47948, 5.69851)
(8.48533, 7.25405)
(8.48602, 1.94322)
(8.49217, 6.92748)
(8.4947, 12.6257)
(8.49543, 9.88346)
(8.49988, 9.51988)
(8.50033, 4.88762)
(8.50229, 6.66883)
(8.50249, 3.59386)
(8.50364, 7.25578)
(8.50826, 9.78783)
